subscription,resource_group_name,provider,resource_name,metric_name,unit,aggregation,timestamp,metric_value
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T07:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T08:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T09:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T10:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T11:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T12:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T13:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T14:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T15:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T16:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T17:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T18:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T19:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T20:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T21:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T22:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-10T23:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T00:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T01:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T02:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T03:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T04:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T05:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T06:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T07:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T08:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T09:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T10:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T11:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T12:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T13:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T14:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T15:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T16:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T17:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T18:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T19:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T20:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T21:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T22:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-11T23:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T00:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T01:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T02:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T03:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T04:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T05:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T06:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_limit,Bytes,maximum,2023-01-12T07:22:00+00:00,5368709120.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T02:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T03:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T04:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T05:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T06:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T07:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T08:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T09:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T10:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T11:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T12:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T13:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T14:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T15:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T16:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T17:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T18:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T19:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T20:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T21:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T22:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-09T23:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T00:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T01:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T02:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T03:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T04:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T05:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T06:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T07:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T08:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T09:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T10:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T11:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T12:22:00+00:00,11.16
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T13:22:00+00:00,11.183720930232557
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T14:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T15:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T16:22:00+00:00,11.219999999999999
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T17:22:00+00:00,11.219999999999999
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T18:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T19:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T20:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T21:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T22:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-10T23:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T00:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T01:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T02:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T03:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T04:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T05:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T06:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T07:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T08:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T09:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T10:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T11:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T12:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T13:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T14:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T15:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T16:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T17:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T18:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T19:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T20:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T21:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T22:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-11T23:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T00:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T01:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T02:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T03:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T04:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T05:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T06:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_percent,Percent,average,2023-01-12T07:22:00+00:00,11.22
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T02:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T03:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T04:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T05:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T06:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T07:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T08:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T09:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T10:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T11:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T12:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T13:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T14:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T15:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T16:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T17:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T18:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T19:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T20:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T21:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T22:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-09T23:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-10T00:22:00+00:00,599284682.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-10T01:22:00+00:00,599284715.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-10T02:22:00+00:00,599284715.0
b9e10748-d338-4642-a355-853fb8a0da52,reporting,Microsoft.DBforMySQL/servers,sstero-mysql-single,storage_used,Bytes,maximum,2023-01-10T03:22:00+00:00,599284715.0
